id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,county,state
57188,2024/02/07,2024/02/22,,R,RL2,Rural Lands 2,1,0,0,35,,done,0,0,hearing,prohibited,prohibited,prohibited,allowed,nomention,0,0,"1","45",,,"2",1,0,0,,,,,,,,,,,,,"40","35",,,,"10","2",,"25","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": ""250"", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/07,14843.9850015858,,Sheldon,Franklin County,Vermont
62656,2024/02/20,2024/02/29,,R,AR-3,Residential High Density,1,0,0,56,,done,0,0,allowed,allowed,allowed,allowed,allowed,prohibited,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"75 ft on Route 7; 50 ft on all other roads","35",,,,"1","2",,"20","20",0,0,,"75 ft on Route 7; 50 ft on all other roads","35",,,,,"1.5","2","2",,"20","20",0,0,,"75 ft on Route 7; 50 ft on all other roads",,"35",,,,,"2","2","2",,"20","20",0,0,0,0,,"75 ft on Route 7; 50 ft on all other roads",,"35",,,,,"4","2","2","2",,"20","20",0,0,,,,,nomention,"2 acres required for senior housing up to 4 units. 0.5 additional acre for each additional senior housing unit over 4.
1 parking space required per unit of senior housing.","{""36_87"": ""120"", ""36_88"": ""120"", ""36_89"": ""120"", ""36_90"": ""120"", ""36_91"": ""120"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""t"", ""38_98"": ""2.25"", ""38_99"": ""3.33"", ""38_100"": """", ""38_101"": ""20"", ""38_102"": ""20"", ""38_103"": """", ""38_104"": """", ""38_105"": ""1"", ""38_106"": ""1"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": ""20"", ""39_115"": """", ""48_130"": """"}",2024/02/20,1647.24548285789,,Georgia,Franklin County,Vermont
62664,2024/02/20,2024/02/29,,M,SV,South Village,1,0,0,56,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"8","50",,,,"0.07","2",,"10",10 ft except townhouse structures (0ft).,0,0,,"8","50",,,,,"0.07","2","2",,"10",10 ft except townhouse structures (0ft).,0,0,,"8",,"50",,,,,"0.07","2","2",,"10",10 ft except townhouse structures (0ft).,0,0,0,0,,"8",,"50",,,,,"4","0.07","2","2",,"10",10 ft except townhouse structures (0ft).,0,0,,,,,nomention,"Minimum building height is 2-3 stories. Buildings cannot exceed a 20,000 sq.ft footprint.
1- to 4-unit residential is only permitted on the second story of a mixed-use structure. 5+ unit residential requires public hearing, except for senior housing which is permitted as-of-right.
1 parking space required per unit for senior housing.","{""36_87"": ""30"", ""36_88"": ""30"", ""36_89"": ""30"", ""36_90"": ""30"", ""36_91"": ""30"", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.07"", ""38_99"": """", ""38_100"": ""8"", ""38_101"": """", ""38_102"": ""10"", ""38_103"": """", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""50"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,122.337029640443,commercial,Georgia,Franklin County,Vermont
62654,2024/02/20,2024/02/29,,M,AR-1,Agricultural/Rural Residential,1,0,0,56,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"75","35",,,,"5","2",,"40","40",0,0,,"75","35",,,,"0.2","10","2","2",,"40","40",0,1,,"75",,"35",,,,,"5","1","1",,"40","40",0,0,0,1,,"75",,"35",,,,,,"5","1","1",,"40","40",0,0,,,,,nomention,"5 acres required for senior housing up to 4 units. 0.5 additional acre required for each additional senior housing unit over 4.
Only 1 parking space required per unit for senior housing.","{""36_87"": ""250"", ""36_88"": ""250"", ""36_89"": ""250"", ""36_90"": ""250"", ""36_91"": ""250"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""t"", ""38_98"": ""5.5"", ""38_99"": ""1.53"", ""38_100"": ""75"", ""38_101"": ""40"", ""38_102"": ""40"", ""38_103"": """", ""38_104"": """", ""38_105"": ""1"", ""38_106"": ""1"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": ""20"", ""39_115"": """", ""48_130"": """"}",2024/02/20,14873.2901719138,agindust,Georgia,Franklin County,Vermont
62662,2024/02/20,2024/02/29,,R,N-1,Natural Areas,1,0,0,56,,done,0,0,hearing,prohibited,prohibited,prohibited,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"100","35",,,,"20","2",,"50","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": ""350"", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,1373.34413269725,,Georgia,Franklin County,Vermont
62659,2024/02/20,2024/02/29,,X,I-2,Commercial/Light Industrial,1,0,0,56,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,116.75928404082,indcom,Georgia,Franklin County,Vermont
62661,2024/02/20,2024/03/01,,R,L-2,Lakeshore Residential/Recreational,1,0,0,56,,done,0,0,allowed,hearing,prohibited,prohibited,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"75","35",,,,"3","2",,"30","30",0,0,,"75","35",,,,,"4","2","2",,"30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,1229.11931562902,,Georgia,Franklin County,Vermont
62665,2024/02/20,2024/03/01,,O,FHO,Flood Hazard Overlay,1,0,1,56,,done,0,0,overlay,overlay,overlay,overlay,nomention,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,5145.88699222435,,Georgia,Franklin County,Vermont
62660,2024/02/20,2024/03/01,,R,L-1,Lakeshore,1,0,0,56,,done,0,0,allowed,hearing,prohibited,prohibited,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"50 for parcel <= 2 acres; 75 for parcel > 2 acres","16 if < 200 ft from shoreline; 30 if 201-500ft, 35 if > 500 ft",,,,"1","2",,"20 for parcel <= 2 acres; 50 for parcel > 2 acres","20 for parcel <= 2 acres; 50 for parcel > 2 acres",0,0,,"50 for parcel <= 2 acres; 75 for parcel > 2 acres","16 if < 200 ft from shoreline; 30 if 201-500ft, 35 if > 500 ft",,,,,"2","2","2",,"20 for parcel <= 2 acres; 50 for parcel > 2 acres","20 for parcel <= 2 acres; 50 for parcel > 2 acres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": ""100"", ""36_88"": ""150"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,439.044926683739,,Georgia,Franklin County,Vermont
62663,2024/02/20,2024/02/29,,R,R-1,Recreational,1,0,0,56,,done,0,0,allowed,prohibited,prohibited,prohibited,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"100","35",,,,"20","2",,"50","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": ""350"", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,2562.3474883604,,Georgia,Franklin County,Vermont
62655,2024/02/20,2024/03/01,,R,AR-2,Residential Medium Density,1,0,0,56,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"75","35",,,,"2","2",,"25","25",0,0,,"75","35",,,,,"3","2","2",,"25","25",,,,"75",,"35",,,,,"4","2","2",,"25","25",,0,0,0,,"75",,"35",,,,,,"4","2","2",,"25","25",0,0,,,,,nomention,"4 acres for multi-tenant senior housing up to 4 units and ¼ acre for each additional unit of senior housing.
Only 1 parking space per unit required for senior housing.","{""36_87"": ""150"", ""36_88"": ""150"", ""36_89"": ""150"", ""36_90"": ""150"", ""36_91"": ""150"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""t"", ""38_98"": ""4.25"", ""38_99"": ""3.5"", ""38_100"": ""75"", ""38_101"": ""25"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": """", ""38_105"": ""1"", ""38_106"": ""1"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": ""20"", ""39_115"": """", ""48_130"": """"}",2024/02/20,1793.89444354454,,Georgia,Franklin County,Vermont
62658,2024/02/20,2024/02/29,,X,I-1,Industrial,1,0,0,56,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,399.550777927329,industrial,Georgia,Franklin County,Vermont
62657,2024/02/20,2024/03/01,,M,B,Business,1,0,0,56,"2 acres required for senior housing up to 4 units. 0.5 additional acre for each additional senior housing unit over 4.
1 parking space required per unit of senior housing.",done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,,"30","900",,"1",1,0,0,,,,,,,,,,,,,"75","35","50",,,"1","2",,"20","20",0,0,,"75","35","50",,,,"1.5","2","2",,"20","20",0,0,,"75",,"35","50",,,,"1","2","2",,"20","20",0,0,0,0,,"75",,"35","50",,,,,"1","2","2",,"20","20",0,0,,,,,nomention,,"{""36_87"": ""120"", ""36_88"": ""120"", ""36_89"": ""120"", ""36_90"": ""120"", ""36_91"": ""120"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1"", ""38_99"": """", ""38_100"": ""75"", ""38_101"": ""20"", ""38_102"": ""20"", ""38_103"": ""50"", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,674.856608623779,commercial,Georgia,Franklin County,Vermont
62672,2024/02/20,2024/03/01,,R,FR,Forest Reserve,1,0,0,22,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,0,"1","30","600",,,1,0,0,,,,,,,,,,,,,"65","35",,,,"0.5 acre with municipal water and sewer; otherwise 1","2",,"30","30",0,0,,"65","35",,,,,"0.5 acre with municipal water and sewer; otherwise 1","2","2",,"30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,3653.82190873921,,Highgate,Franklin County,Vermont
62670,2024/02/20,2024/03/01,,M,I/C,Industrial Commercial,1,0,0,22,,done,0,0,hearing,hearing,prohibited,prohibited,hearing,nomention,0,0,"1","30","600",,"2",1,0,0,,,,,,,,,,,,,"85 ft from state highways; 45 ft from town and private roads","35",,,,"1","2",,"30","30",0,0,,"85 ft from state highways; 45 ft from town and private roads","35",,,,,"1","2","2",,"30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,1427.38064110186,indcom,Highgate,Franklin County,Vermont
62669,2024/02/20,2024/03/01,,R,PA,Protected Area,1,0,0,22,,done,0,0,allowed,prohibited,prohibited,prohibited,allowed,nomention,0,0,"1","30","600",,"2",1,0,0,,,,,,,,,,,,,"65","35",,,,"1","2",,"30","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""t"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,4938.32980121883,,Highgate,Franklin County,Vermont
62667,2024/02/20,2024/03/01,,M,VD,Village,1,0,0,22,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,0,"1","30","600",,,1,0,0,,,,,,,,,,,,,"40","35",,,,"1","2",,"10","10",0,0,,"40","35",,,,,"1","2","2",,"10","10",0,0,,"40",,"35",,,,,"1","2","2",,"10","10",0,0,0,0,,"40",,"35",,,,,,"1","2","2",,"10","10",0,0,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1"", ""38_99"": """", ""38_100"": ""40"", ""38_101"": ""10"", ""38_102"": ""10"", ""38_103"": """", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,1032.02073475728,commercial,Highgate,Franklin County,Vermont
62666,2024/02/20,2024/03/01,,M,AD,Agricultural,1,0,0,22,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","30","600",,,1,0,0,,,,,,,,,,,,,"65","35",,,,"1","2",,"30","30",0,0,,"65","35",,,,,"1","2","2",,"30","30",0,0,,"65",,"35",,,,,"1","2","2",,"30","30",0,0,0,0,,"65",,"35",,,,,,"1","2","2",,"30","30",0,0,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1"", ""38_99"": """", ""38_100"": ""65"", ""38_101"": ""30"", ""38_102"": ""30"", ""38_103"": """", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,15766.8992915143,agindust,Highgate,Franklin County,Vermont
62673,2024/02/20,2024/03/01,,O,AO,Airport Overlay,1,0,1,22,,done,0,0,overlay,overlay,overlay,overlay,nomention,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,nomention,"In the runway approach areas located within the Airport Overlay District, no structure shall be of a height greater than that determined to be safe by Federal Aviation Regulations. ","{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,529.274190666641,,Highgate,Franklin County,Vermont
62668,2024/02/20,2024/03/01,,M,MD,Medium Density Residential,1,0,0,22,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","30","600",,,1,0,0,,,,,,,,,,,,,"65","35",,,,"1","2",,"30","30",0,0,,"65","35",,,,,"1","2","2",,"30","30",0,0,,"65",,"35",,,,,"1","2","2",,"30","30",0,0,0,0,,"65",,"35",,,,,,"1","2","2",,"30","30",0,0,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""1"", ""38_99"": """", ""38_100"": ""65"", ""38_101"": ""30"", ""38_102"": ""30"", ""38_103"": """", ""38_104"": """", ""38_105"": ""2"", ""38_106"": ""2"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,5950.24616517613,commercial,Highgate,Franklin County,Vermont
63535,2024/02/27,2024/03/01,,M,NASO,Native American Sites Overlay,1,0,1,22,"Manually mapped based on parcel boundaries: ""The (NASO) Native American Sites Overlay District is defined as all properties on Monument Road.""",done,0,0,overlay,overlay,overlay,overlay,hearing,nomention,0,0,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,nomention,All development subject to conditional use review and require public hearing if allowed. The more restrictive standards apply between base district and overlay.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/27,256.702557836303,protected,Highgate,Franklin County,Vermont
62674,2024/02/20,2024/03/01,,O,FH,Flood Hazard Overlay,1,0,1,22,,done,0,0,overlay,overlay,overlay,overlay,hearing,nomention,0,0,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,0,0,,,,,nomention,New residential structures require a public hearing in the Special Flood Hazard Area and are prohibited in the Floodway. Substantial improvement of existing structures requires a public hearing in the whole district.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": """"}",2024/02/20,10226.4606591781,,Highgate,Franklin County,Vermont
